Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Cadence,Max Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg Cadence,Max Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Power,Max Power,Total Strokes,Avg. Swolf,Avg Stroke Rate,Max Depth,Bottom Time,Min Water Temp,Gas Type,Surface Interval,Weight,Current,Surface Conditions,Decompression,Water Type
running,2015-04-16 21:57:41,false,"Durham Running","5.12","406","25:27","--","--","0.0","--","--","4:58","2:22","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2015-04-14 22:15:35,false,"Durham Running","5.01","396","24:00","--","--","0.0","--","--","4:47","3:59","1","4","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2015-04-11 21:05:01,false,"Durham Running","10.01","782","52:10","--","--","0.0","--","--","5:13","4:27","7","5","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2015-04-09 19:18:06,false,"Durham Running","5.01","395","25:20","--","--","0.0","--","--","5:03","1:06","13","8","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2015-04-07 21:25:04,false,"Durham Running","5.01","392","26:36","--","--","0.0","--","--","5:19","4:48","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2015-04-04 21:02:35,false,"Durham Running","10.13","792","57:58","--","--","0.0","--","--","5:43","3:10","24","16","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2015-04-02 20:15:42,false,"Durham Running","10.02","783","56:42","--","--","0.0","--","--","5:39","4:13","17","15","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2015-03-29 20:06:02,false,"Durham Running","10.02","783","57:26","--","--","0.0","--","--","5:44","5:04","9","8","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2015-03-15 20:48:11,false,"Durham Running","5.10","397","28:28","--","--","0.0","--","--","5:35","4:55","4","2","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2015-03-07 17:29:29,false,"Durham Running","10.03","784","56:02","--","--","0.0","--","--","5:35","4:31","17","15","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2015-01-25 16:42:36,false,"Durham Running","10.02","783","53:25","--","--","0.0","--","--","5:20","4:24","9","8","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2015-01-18 19:29:35,false,"Durham Running","5.03","392","26:47","--","--","0.0","--","--","5:19","4:45","11","10","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2015-01-11 20:16:11,false,"Durham Running","10.12","792","54:11","--","--","0.0","--","--","5:21","4:41","18","18","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2015-01-05 01:48:35,false,"Untitled","0.00","--","22:00","--","--","0.0","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2015-01-04 01:30:36,false,"Untitled","0.00","--","25:14","--","--","0.0","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-12-28 20:20:54,false,"Durham Running","5.02","392","27:14","--","--","0.0","--","--","5:25","2:41","2","4","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-11-30 16:38:38,false,"Durham Running","10.03","787","54:50","--","--","0.0","--","--","5:28","4:20","10","9","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-11-24 20:31:15,false,"Durham Running","10.04","788","54:08","--","--","0.0","--","--","5:24","4:08","11","5","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-11-12 21:13:28,false,"Durham Running","22.03","1,727","2:04:35","--","--","0.0","--","--","5:39","4:48","6","6","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-10-27 20:27:59,false,"Durham Running","10.04","794","48:24","--","--","0.0","--","--","4:49","4:17","6","6","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-10-23 21:03:30,false,"Durham Running","5.01","398","23:32","--","--","0.0","--","--","4:42","3:43","6","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-10-19 19:01:53,false,"Durham Running","10.04","793","49:19","--","--","0.0","--","--","4:55","1:19","5","3","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-10-16 20:11:34,false,"Durham Running","10.02","788","50:30","--","--","0.0","--","--","5:02","4:15","12","10","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-10-07 20:28:36,false,"Durham Running","10.14","794","56:28","--","--","0.0","--","--","5:34","4:47","5","5","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-10-03 19:31:11,false,"Durham Running","10.28","805","54:27","--","--","0.0","--","--","5:18","4:08","5","6","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-09-27 19:54:37,false,"Durham Running","5.03","397","24:48","--","--","0.0","--","--","4:56","4:23","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-09-11 20:17:07,false,"Durham Running","10.01","782","56:32","--","--","0.0","--","--","5:39","4:52","11","10","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-09-02 20:27:42,false,"Durham Running","10.06","787","58:50","--","--","0.0","--","--","5:51","4:10","11","10","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-08-31 19:40:13,false,"Durham Running","8.09","635","46:32","--","--","0.0","--","--","5:45","4:53","15","13","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-08-26 19:57:05,false,"Durham Running","10.04","786","58:16","--","--","0.0","--","--","5:48","4:49","3","3","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-08-20 08:23:00,false,"Durham Running","10.02","782","56:20","--","--","0.0","--","--","5:37","4:56","12","15","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-08-13 09:00:07,false,"Durham Running","5.03","391","26:24","--","--","0.0","--","--","5:15","4:48","11","9","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-08-11 12:37:34,false,"Untitled","0.00","--","29:31","--","--","0.0","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-08-11 12:05:19,false,"Untitled","0.00","--","26:53","--","--","0.0","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-08-08 09:20:55,false,"Durham Running","5.03","392","26:49","--","--","0.0","--","--","5:20","4:56","7","5","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-08-04 09:05:07,false,"Durham Running","5.03","392","28:26","--","--","0.0","--","--","5:39","5:02","8","6","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-08-02 14:57:33,false,"Durham Running","5.27","413","31:01","--","--","0.0","--","--","5:53","5:17","6","5","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-07-31 00:11:22,false,"Untitled","0.00","--","1:00:31","--","--","0.0","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-07-28 11:50:11,false,"Untitled","0.00","--","31:00","--","--","0.0","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-07-16 12:10:03,false,"Untitled","0.00","--","35:39","--","--","0.0","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-07-09 11:45:29,false,"Untitled","0.00","--","28:29","--","--","0.0","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-07-02 08:00:42,false,"Durham Running","5.03","396","31:40","--","--","0.0","--","--","6:18","4:02","13","10","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-06-25 08:21:39,false,"Durham Running","2.52","198","14:43","--","--","0.0","--","--","5:50","5:26","4","6","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-06-20 07:11:25,false,"Durham Running","5.03","396","30:03","--","--","0.0","--","--","5:58","5:15","9","3","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-06-10 15:57:43,false,"Durham Running","5.02","391","29:27","--","--","0.0","--","--","5:52","5:03","10","4","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-06-05 09:05:26,false,"Durham Running","3.01","234","17:05","--","--","0.0","--","--","5:41","4:49","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-06-02 08:13:36,false,"Durham Running","3.04","238","17:43","--","--","0.0","--","--","5:50","5:07","4","4","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-05-29 09:31:38,false,"Durham Running","1.53","119","8:46.5","--","--","0.0","--","--","5:44","5:03","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-05-26 09:32:32,false,"Durham Running","5.22","407","28:11","--","--","0.0","--","--","5:24","4:55","14","8","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-05-22 13:20:31,false,"Untitled","0.00","--","28:07","--","--","0.0","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-05-14 12:47:43,false,"Untitled","0.00","--","17:09","--","--","0.0","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-04-14 07:40:30,false,"Durham Running","0.43","35","2:23.7","--","--","0.0","--","--","5:37","4:20","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-04-12 19:54:59,false,"Durham Running","4.03","315","22:41","--","--","0.0","--","--","5:37","4:32","5","5","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-03-10 19:39:30,false,"Durham Running","5.04","393","30:40","--","--","0.0","--","--","6:05","4:43","5","3","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-01-15 08:24:44,false,"Durham Running","3.04","251","16:26","--","--","0.0","--","--","5:25","4:24","2","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2014-01-13 08:41:55,false,"Durham Running","2.51","209","13:50","--","--","0.0","--","--","5:31","4:41","8","2","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2013-11-18 08:57:42,false,"Durham Running","5.11","424","25:24","--","--","0.0","--","--","4:58","4:08","19","15","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2013-11-11 09:05:26,false,"Durham Running","2.05","171","10:18","--","--","0.0","--","--","5:02","3:49","--","1","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2013-10-25 08:58:04,false,"Durham Running","5.04","418","24:21","--","--","0.0","--","--","4:50","1:16","11","9","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2013-10-23 08:53:48,false,"Durham Running","5.07","422","25:19","--","--","0.0","--","--","4:59","3:49","7","8","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2013-10-19 13:46:25,false,"Durham Running","10.03","828","52:51","--","--","0.0","--","--","5:16","4:40","7","11","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2013-10-16 09:02:26,false,"Durham Running","5.03","409","24:07","--","--","0.0","--","--","4:48","1:54","8","6","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2013-10-14 08:53:32,false,"Untitled","10.03","833","50:15","--","--","0.0","--","--","5:01","4:25","138","132","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2013-10-09 08:26:20,false,"Untitled","10.06","833","51:33","--","--","0.0","--","--","5:08","4:21","135","128","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2013-10-07 08:26:10,false,"Untitled","10.19","842","53:21","--","--","0.0","--","--","5:14","4:38","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2013-10-04 08:25:39,false,"Untitled","10.30","851","54:42","--","--","0.0","--","--","5:19","4:39","139","133","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2013-10-02 08:50:22,false,"Untitled","8.01","663","41:14","--","--","0.0","--","--","5:09","4:35","101","101","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2013-09-30 08:38:16,false,"Untitled","7.05","580","37:41","--","--","0.0","--","--","5:21","4:37","96","87","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2013-09-27 08:44:37,false,"Untitled","10.27","846","54:40","--","--","0.0","--","--","5:19","4:39","138","130","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2013-09-25 08:33:52,false,"Untitled","10.24","846","54:20","--","--","0.0","--","--","5:18","4:37","140","133","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2013-09-23 08:22:55,false,"Untitled","10.26","848","53:51","--","--","0.0","--","--","5:15","4:39","138","131","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2013-09-20 08:26:01,false,"Untitled","10.02","823","54:57","--","--","0.0","--","--","5:29","4:40","134","136","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
running,2013-09-18 08:00:41,false,"Untitled","15.48","1,125","1:24:51","--","--","0.0","--","--","5:29","4:37","208","200","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","--","--","--","No","--"
